# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	217907	220363	-	XM_002872962.1		XP_002873008.1	hypothetical protein		9309076	ARALYDRAFT_486926	1444	1444	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	218032	220292	-	XP_002873008.1		XM_002872962.1	hypothetical protein		9309076	ARALYDRAFT_486926	1248	415	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	776199	778277	+	XM_002870949.1		XP_002870995.1	60S ribosomal protein L4/L1		9307065	ARALYDRAFT_487065	1457	1457	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	776244	778058	+	XP_002870995.1		XM_002870949.1	60S ribosomal protein L4/L1		9307065	ARALYDRAFT_487065	1224	407	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	780484	787599	+	XM_002870951.1		XP_002870997.1	ubiquitin-protein ligase 4	UPL4	9307067	ARALYDRAFT_487067	4929	4929	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	781080	787337	+	XP_002870997.1		XM_002870951.1	ubiquitin-protein ligase 4	UPL4	9307067	ARALYDRAFT_487067	4530	1509	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	1238484	1239021	+	XM_002871015.1		XP_002871061.1	hypothetical protein		9309191	ARALYDRAFT_487167	538	538	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	1238502	1239021	+	XP_002871061.1		XM_002871015.1	hypothetical protein		9309191	ARALYDRAFT_487167	520	173	partial
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	1483684	1487486	+	XM_002871049.1		XP_002871095.1	protein binding protein		9307165	ARALYDRAFT_487227	2719	2719	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	1483684	1487329	+	XP_002871095.1		XM_002871049.1	protein binding protein		9307165	ARALYDRAFT_487227	2583	860	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	1658451	1660360	-	XM_002873124.1		XP_002873170.1	hypothetical protein		9307187	ARALYDRAFT_487267	921	921	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	1658696	1660041	-	XP_002873170.1		XM_002873124.1	hypothetical protein		9307187	ARALYDRAFT_487267	537	178	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	2112321	2115622	-	XM_002873175.1		XP_002873221.1	hypothetical protein		9307249	ARALYDRAFT_487374	2034	2034	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	2112488	2115533	-	XP_002873221.1		XM_002873175.1	hypothetical protein		9307249	ARALYDRAFT_487374	1791	596	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	2272275	2275121	-	XM_002873194.1		XP_002873240.1	phox domain-containing protein		9309308	ARALYDRAFT_349878	1212	1212	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	2272275	2275121	-	XP_002873240.1		XM_002873194.1	phox domain-containing protein		9309308	ARALYDRAFT_349878	1212	403	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	2311376	2312473	+	XM_002871158.1		XP_002871204.1	hypothetical protein		9307274	ARALYDRAFT_487428	556	556	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	2311402	2312378	+	XP_002871204.1		XM_002871158.1	hypothetical protein		9307274	ARALYDRAFT_487428	435	144	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	2433566	2434285	-	XM_002873212.1		XP_002873258.1	glutaredoxin family protein		9307290	ARALYDRAFT_487456	720	720	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	2433566	2434285	-	XP_002873258.1		XM_002873212.1	glutaredoxin family protein		9307290	ARALYDRAFT_487456	720	239	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	2517934	2524640	-	XM_002873225.1		XP_002873271.1	hypothetical protein		9307297	ARALYDRAFT_487477	2970	2970	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	2517934	2524640	-	XP_002873271.1		XM_002873225.1	hypothetical protein		9307297	ARALYDRAFT_487477	2970	989	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	2529547	2530933	-	XM_002873226.1		XP_002873272.1	hypothetical protein		9307298	ARALYDRAFT_487479	761	761	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	2529676	2530859	-	XP_002873272.1		XM_002873226.1	hypothetical protein		9307298	ARALYDRAFT_487479	558	185	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	2596657	2599537	-	XM_002873235.1		XP_002873281.1	hypothetical protein		9307303	ARALYDRAFT_487496	1827	1827	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	2596757	2599460	-	XP_002873281.1		XM_002873235.1	hypothetical protein		9307303	ARALYDRAFT_487496	1650	549	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	2960307	2961967	-	XM_002873274.1		XP_002873320.1	protein kinase		9307350	ARALYDRAFT_487599	1089	1089	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	2960307	2961967	-	XP_002873320.1		XM_002873274.1	protein kinase		9307350	ARALYDRAFT_487599	1089	362	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	3143934	3145944	+	XM_002871259.1		XP_002871305.1	hypothetical protein		9309407	ARALYDRAFT_487638	878	878	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	3144044	3144439	+	XP_002871305.1		XM_002871259.1	hypothetical protein		9309407	ARALYDRAFT_487638	396	131	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	3314876	3318315	+	XM_002871280.1		XP_002871326.1	SWIB complex BAF60b domain-containing protein		9307396	ARALYDRAFT_487680	2002	2002	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	3315156	3318213	+	XP_002871326.1		XM_002871280.1	SWIB complex BAF60b domain-containing protein		9307396	ARALYDRAFT_487680	1620	539	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	3332849	3335317	+	XM_002871282.1		XP_002871328.1	GDSL-motif lipase/hydrolase family protein		9309429	ARALYDRAFT_487685	1180	1180	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	3332849	3335292	+	XP_002871328.1		XM_002871282.1	GDSL-motif lipase/hydrolase family protein		9309429	ARALYDRAFT_487685	1155	384	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	3344951	3347500	-	XM_002873315.1		XP_002873361.1	pentatricopeptide repeat-containing protein		9307401	ARALYDRAFT_487687	2550	2550	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	3344951	3347500	-	XP_002873361.1		XM_002873315.1	pentatricopeptide repeat-containing protein		9307401	ARALYDRAFT_487687	2550	849	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	3427448	3431955	+	XM_002871293.1		XP_002871339.1	predicted protein		9307409	ARALYDRAFT_660722	1152	1152	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	3427448	3431955	+	XP_002871339.1		XM_002871293.1	hypothetical protein		9307409	ARALYDRAFT_660722	1152	383	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	3445212	3447760	-	XM_002873320.1		XP_002873366.1	predicted protein		9309434	ARALYDRAFT_660725	2499	2499	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	3445212	3447760	-	XP_002873366.1		XM_002873320.1	hypothetical protein		9309434	ARALYDRAFT_660725	2499	832	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	3782420	3783282	-	XM_002873364.1		XP_002873410.1	DNAJ heat shock N-terminal domain-containing protein		9309478	ARALYDRAFT_487771	863	863	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	3782422	3783282	-	XP_002873410.1		XM_002873364.1	DNAJ heat shock N-terminal domain-containing protein		9309478	ARALYDRAFT_487771	861	286	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	3877960	3880895	+	XM_002871341.1		XP_002871387.1	hypothetical protein		9309495	ARALYDRAFT_487806	2765	2765	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	3877968	3880895	+	XP_002871387.1		XM_002871341.1	hypothetical protein		9309495	ARALYDRAFT_487806	2757	918	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	4631934	4636746	-	XM_002873474.1		XP_002873520.1	hypothetical protein		9309588	ARALYDRAFT_487993	3257	3257	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	4632183	4636687	-	XP_002873520.1		XM_002873474.1	hypothetical protein		9309588	ARALYDRAFT_487993	2949	982	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	4679444	4680518	-	XM_002873476.1		XP_002873522.1	hypothetical protein		9307552	ARALYDRAFT_487996	1022	1022	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	4679609	4680334	-	XP_002873522.1		XM_002873476.1	hypothetical protein		9307552	ARALYDRAFT_487996	711	236	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	4826315	4826995	-	XM_002873492.1		XP_002873538.1	hypothetical protein		9307576	ARALYDRAFT_488035	634	634	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	4826553	4826981	-	XP_002873538.1		XM_002873492.1	hypothetical protein		9307576	ARALYDRAFT_488035	429	142	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	5058304	5061020	-	XM_002873527.1		XP_002873573.1	hypothetical protein		9309641	ARALYDRAFT_325766	1956	1956	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	5058304	5061020	-	XP_002873573.1		XM_002873527.1	hypothetical protein		9309641	ARALYDRAFT_325766	1956	651	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	5270895	5272076	-	XM_002873554.1		XP_002873600.1	hypothetical protein		9307619	ARALYDRAFT_488130	858	858	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	5270900	5272027	-	XP_002873600.1		XM_002873554.1	hypothetical protein		9307619	ARALYDRAFT_488130	804	267	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	5351189	5354974	+	XM_002871511.1		XP_002871557.1	hypothetical protein		9307627	ARALYDRAFT_488142	1860	1860	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	5351233	5354778	+	XP_002871557.1		XM_002871511.1	hypothetical protein		9307627	ARALYDRAFT_488142	1620	539	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	5415426	5418047	-	XM_002873565.1		XP_002873611.1	hypothetical protein		9309679	ARALYDRAFT_488161	1627	1627	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	5415666	5417949	-	XP_002873611.1		XM_002873565.1	hypothetical protein		9309679	ARALYDRAFT_488161	1311	436	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	5517589	5519395	-	XM_002873576.1		XP_002873622.1	nodulin MtN21 family protein		9307649	ARALYDRAFT_350516	1140	1140	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	5517589	5519395	-	XP_002873622.1		XM_002873576.1	nodulin MtN21 family protein		9307649	ARALYDRAFT_350516	1140	379	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	5540036	5541217	-	XM_002873579.1		XP_002873625.1	hypothetical protein		9307651	ARALYDRAFT_909325	867	867	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	5540056	5541192	-	XP_002873625.1		XM_002873579.1	hypothetical protein		9307651	ARALYDRAFT_909325	822	273	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	5680273	5680773	+	XM_002871554.1		XP_002871600.1	glutaredoxin family protein		9307669	ARALYDRAFT_488239	501	501	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	5680350	5680772	+	XP_002871600.1		XM_002871554.1	glutaredoxin family protein		9307669	ARALYDRAFT_488239	423	140	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	5850668	5852097	-	XM_002873624.1		XP_002873670.1	predicted protein		9307692	ARALYDRAFT_661286	1098	1098	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	5850668	5852097	-	XP_002873670.1		XM_002873624.1	hypothetical protein		9307692	ARALYDRAFT_661286	1098	365	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	5876779	5879427	-	XM_002873630.1		XP_002873676.1	hypothetical protein		9309744	ARALYDRAFT_909422	1150	1150	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	5876799	5879407	-	XP_002873676.1		XM_002873630.1	hypothetical protein		9309744	ARALYDRAFT_909422	1110	369	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	6320059	6322768	+	XM_002871622.1		XP_002871668.1	hypothetical protein		9309799	ARALYDRAFT_909526	1626	1626	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	6320079	6322746	+	XP_002871668.1		XM_002871622.1	hypothetical protein		9309799	ARALYDRAFT_909526	1584	527	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	6639709	6645251	+	XM_002871666.1		XP_002871712.1	hypothetical protein		9307781	ARALYDRAFT_909607	3133	3133	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	6639729	6645231	+	XP_002871712.1		XM_002871666.1	hypothetical protein		9307781	ARALYDRAFT_909607	3093	1030	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	6765565	6768131	-	XM_002873739.1		XP_002873785.1	glycosyl hydrolase family 1 protein		9309853	ARALYDRAFT_326101	1512	1512	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	6765565	6768131	-	XP_002873785.1		XM_002873739.1	glycosyl hydrolase family 1 protein		9309853	ARALYDRAFT_326101	1512	503	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	7040641	7041084	+	XM_002871704.1		XP_002871750.1	hypothetical protein		9307819	ARALYDRAFT_488573	333	333	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	7040641	7041084	+	XP_002871750.1		XM_002871704.1	hypothetical protein		9307819	ARALYDRAFT_488573	333	110	partial
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	7427397	7428998	+	XM_002871740.1		XP_002871786.1	hypothetical protein		9309929	ARALYDRAFT_488655	1354	1354	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	7427442	7428997	+	XP_002871786.1		XM_002871740.1	hypothetical protein		9309929	ARALYDRAFT_488655	1308	435	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	7740968	7744097	+	XM_002871777.1		XP_002871823.1	hypothetical protein		9309972	ARALYDRAFT_909871	1484	1484	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	7740988	7744076	+	XP_002871823.1		XM_002871777.1	hypothetical protein		9309972	ARALYDRAFT_909871	1443	480	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	8175245	8176340	-	XM_002873896.1		XP_002873942.1	hypothetical protein		9310009	ARALYDRAFT_488819	1096	1096	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	8175526	8176273	-	XP_002873942.1		XM_002873896.1	hypothetical protein		9310009	ARALYDRAFT_488819	748	249	partial
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	8241657	8242722	-	XM_002873904.1		XP_002873950.1	predicted protein		9310017	ARALYDRAFT_661811	699	699	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	8241657	8242722	-	XP_002873950.1		XM_002873904.1	hypothetical protein		9310017	ARALYDRAFT_661811	699	232	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	8388196	8389214	-	XM_002873923.1		XP_002873969.1	hypothetical protein		9310036	ARALYDRAFT_910024	858	858	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	8388216	8389192	-	XP_002873969.1		XM_002873923.1	hypothetical protein		9310036	ARALYDRAFT_910024	816	271	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	8424010	8425041	+	XM_002871865.1		XP_002871911.1	hypothetical protein		9310042	ARALYDRAFT_910032	763	763	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	8424030	8425021	+	XP_002871911.1		XM_002871865.1	hypothetical protein		9310042	ARALYDRAFT_910032	723	240	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	8704349	8708504	+	XM_002871897.1		XP_002871943.1	hypothetical protein		9310069	ARALYDRAFT_488958	1477	1477	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	8704455	8708250	+	XP_002871943.1		XM_002871897.1	hypothetical protein		9310069	ARALYDRAFT_488958	1155	384	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	8784072	8786181	+	XM_002871908.1		XP_002871954.1	hypothetical protein		9308023	ARALYDRAFT_488975	1959	1959	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	8784072	8786181	+	XP_002871954.1		XM_002871908.1	hypothetical protein		9308023	ARALYDRAFT_488975	1959	652	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	9183602	9186124	-	XM_002873998.1		XP_002874044.1	hypothetical protein		9308055	ARALYDRAFT_489058	1524	1524	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	9183776	9186013	-	XP_002874044.1		XM_002873998.1	hypothetical protein		9308055	ARALYDRAFT_489058	1260	419	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	9330651	9332064	-	XM_002874021.1		XP_002874067.1	ANAC090		9308069	ARALYDRAFT_489094	816	816	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	9330710	9332015	-	XP_002874067.1		XM_002874021.1	ANAC090		9308069	ARALYDRAFT_489094	708	235	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	9443043	9444230	-	XM_002874032.1		XP_002874078.1	WRKY DNA-binding protein 38	WRKY38	9310145	ARALYDRAFT_910251	926	926	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	9443063	9444203	-	XP_002874078.1		XM_002874032.1	WRKY DNA-binding protein 38	WRKY38	9310145	ARALYDRAFT_910251	879	292	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	9489235	9490598	-	XM_002874034.1		XP_002874080.1	hypothetical protein		9308085	ARALYDRAFT_489122	1173	1173	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	9489235	9490598	-	XP_002874080.1		XM_002874034.1	hypothetical protein		9308085	ARALYDRAFT_489122	1173	390	partial
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	9984333	9986147	+	XM_002872004.1		XP_002872050.1	hypothetical protein		9310191	ARALYDRAFT_489192	919	919	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	9984424	9986054	+	XP_002872050.1		XM_002872004.1	hypothetical protein		9310191	ARALYDRAFT_489192	792	263	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	9992453	9994168	+	XM_002872007.1		XP_002872053.1	protein binding protein		9308122	ARALYDRAFT_910346	1261	1261	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	9992475	9994147	+	XP_002872053.1		XM_002872007.1	protein binding protein		9308122	ARALYDRAFT_910346	1218	405	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	10075313	10077134	-	XM_002874087.1		XP_002874133.1	hypothetical protein		9308130	ARALYDRAFT_910364	1351	1351	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	10075333	10077114	-	XP_002874133.1		XM_002874087.1	hypothetical protein		9308130	ARALYDRAFT_910364	1311	436	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	10268654	10270018	-	XM_002874107.1		XP_002874153.1	hypothetical protein		9310220	ARALYDRAFT_489254	1365	1365	partial
